fqn,name,package,file,line,kind,status,reason
ichiran/dict:conj-data-p,conj-data-p,ichiran/dict,dict.lisp,325,fn,pending,
ichiran/dict:conj-data-prop,conj-data-prop,ichiran/dict,dict.lisp,325,fn,pending,
ichiran/dict:conj-data-seq,conj-data-seq,ichiran/dict,dict.lisp,325,fn,pending,
ichiran/dict:conj-data-src-map,conj-data-src-map,ichiran/dict,dict.lisp,325,fn,pending,
ichiran/dict:conj-data-via,conj-data-via,ichiran/dict,dict.lisp,325,fn,pending,
ichiran/dict:conj-info-json,conj-info-json,ichiran/dict,dict.lisp,1698,fn,pending,
ichiran/dict:conj-info-json*,conj-info-json*,ichiran/dict,dict.lisp,1665,fn,pending,
ichiran/dict:conj-info-short,conj-info-short,ichiran/dict,dict.lisp,275,fn,pending,
ichiran/dict:conj-prop,conj-prop,ichiran/dict,dict.lisp,262,dao,pending,
ichiran/dict:conj-prop-json,conj-prop-json,ichiran/dict,dict.lisp,283,fn,pending,
ichiran/dict:conj-source-reading,conj-source-reading,ichiran/dict,dict.lisp,309,dao,pending,
ichiran/dict:conj-type-order,conj-type-order,ichiran/dict,dict.lisp,1612,fn,pending,
ichiran/dict:conjugate-da,conjugate-da,ichiran/dict,dict-errata.lisp,281,fn,pending,
ichiran/dict:conjugate-entry-inner,conjugate-entry-inner,ichiran/dict,dict-load.lisp,314,fn,pending,
ichiran/dict:conjugate-entry-outer,conjugate-entry-outer,ichiran/dict,dict-load.lisp,342,fn,pending,
ichiran/dict:conjugate-word,conjugate-word,ichiran/dict,dict-load.lisp,294,fn,pending,
ichiran/dict:conjugation,conjugation,ichiran/dict,dict.lisp,238,dao,ported,
ichiran/dict:conjugation-rule,conjugation-rule,ichiran/dict,dict-load.lisp,262,struct,pending,
ichiran/dict:conjugation-rule-p,conjugation-rule-p,ichiran/dict,dict-load.lisp,260,fn,pending,
ichiran/dict:construct-conjugation,construct-conjugation,ichiran/dict,dict-load.lisp,281,fn,pending,
ichiran/dict:copy-conj-data,copy-conj-data,ichiran/dict,dict.lisp,325,fn,pending,
ichiran/dict:copy-conjugation-rule,copy-conjugation-rule,ichiran/dict,dict-load.lisp,260,fn,pending,
ichiran/dict:copy-segment,copy-segment,ichiran/dict,dict.lisp,674,fn,pending,
ichiran/dict:copy-segment-list,copy-segment-list,ichiran/dict,dict.lisp,1038,fn,pending,
ichiran/dict:copy-synergy,copy-synergy,ichiran/dict,dict-grammar.lisp,727,fn,pending,
ichiran/dict:copy-top-array-item,copy-top-array-item,ichiran/dict,dict.lisp,1138,fn,pending,
ichiran/dict:counter-age,counter-age,ichiran/dict,dict-counters.lisp,757,class,ported,
ichiran/dict:counter-days-kun,counter-days-kun,ichiran/dict,dict-counters.lisp,686,class,ported,
ichiran/dict:counter-days-on,counter-days-on,ichiran/dict,dict-counters.lisp,709,class,ported,
ichiran/dict:counter-halfhour,counter-halfhour,ichiran/dict,dict-counters.lisp,391,class,ported,
ichiran/dict:counter-hifumi,counter-hifumi,ichiran/dict,dict-counters.lisp,518,class,ported,
ichiran/dict:counter-join,counter-join,ichiran/dict,dict-counters.lisp,0,gf,pending,
ichiran/dict:counter-months,counter-months,ichiran/dict,dict-counters.lisp,721,class,ported,
ichiran/dict:counter-people,counter-people,ichiran/dict,dict-counters.lisp,735,class,ported,
ichiran/dict:counter-text,counter-text,ichiran/dict,dict-counters.lisp,9,class,ported,
ichiran/dict:counter-tsu,counter-tsu,ichiran/dict,dict-counters.lisp,497,class,ported,
ichiran/dict:counter-wari,counter-wari,ichiran/dict,dict-counters.lisp,746,class,ported,
ichiran/dict:cr-conj,cr-conj,ichiran/dict,dict-load.lisp,260,fn,pending,
ichiran/dict:cr-euphk,cr-euphk,ichiran/dict,dict-load.lisp,260,fn,pending,
ichiran/dict:cr-euphr,cr-euphr,ichiran/dict,dict-load.lisp,260,fn,pending,
ichiran/dict:cr-fml,cr-fml,ichiran/dict,dict-load.lisp,260,fn,pending,
ichiran/dict:cr-neg,cr-neg,ichiran/dict,dict-load.lisp,260,fn,pending,
ichiran/dict:cr-okuri,cr-okuri,ichiran/dict,dict-load.lisp,260,fn,pending,
ichiran/dict:cr-onum,cr-onum,ichiran/dict,dict-load.lisp,260,fn,pending,
ichiran/dict:cr-pos,cr-pos,ichiran/dict,dict-load.lisp,260,fn,pending,
ichiran/dict:cr-stem,cr-stem,ichiran/dict,dict-load.lisp,260,fn,pending,
ichiran/dict:csv-hash,csv-hash,ichiran/dict,dict-load.lisp,201,macro,pending,
ichiran/dict:cull-segments,cull-segments,ichiran/dict,dict.lisp,1027,fn,pending,
ichiran/dict:def-abbr-suffix,def-abbr-suffix,ichiran/dict,dict-grammar.lisp,557,macro,pending,
ichiran/dict:def-de-split,def-de-split,ichiran/dict,dict-split.lisp,81,macro,pending,
ichiran/dict:def-do-split,def-do-split,ichiran/dict,dict-split.lisp,181,macro,pending,
ichiran/dict:def-easy-hint,def-easy-hint,ichiran/dict,dict-split.lisp,955,macro,pending,
ichiran/dict:def-generic-penalty,def-generic-penalty,ichiran/dict,dict-grammar.lisp,984,macro,pending,
ichiran/dict:def-generic-synergy,def-generic-synergy,ichiran/dict,dict-grammar.lisp,739,macro,pending,
ichiran/dict:def-reader-for-json,def-reader-for-json,ichiran/dict,dict.lisp,1289,macro,pending,
ichiran/dict:def-segfilter-must-follow,def-segfilter-must-follow,ichiran/dict,dict-grammar.lisp,1049,macro,pending,
ichiran/dict:def-shi-split,def-shi-split,ichiran/dict,dict-split.lisp,191,macro,pending,
ichiran/dict:def-simple-hint,def-simple-hint,ichiran/dict,dict-split.lisp,901,macro,pending,
ichiran/dict:def-simple-split,def-simple-split,ichiran/dict,dict-split.lisp,11,macro,pending,
ichiran/dict:def-simple-suffix,def-simple-suffix,ichiran/dict,dict-grammar.lisp,345,macro,pending,
ichiran/dict:def-special-counter,def-special-counter,ichiran/dict,dict-counters.lisp,361,macro,pending,
ichiran/dict:def-toori-split,def-toori-split,ichiran/dict,dict-split.lisp,143,macro,pending,
ichiran/dict:defhint,defhint,ichiran/dict,dict-split.lisp,892,macro,pending,
ichiran/dict:defpenalty,defpenalty,ichiran/dict,dict-grammar.lisp,981,macro,pending,
ichiran/dict:defsegfilter,defsegfilter,ichiran/dict,dict-grammar.lisp,1043,macro,pending,
ichiran/dict:defsplit,defsplit,ichiran/dict,dict-split.lisp,5,macro,pending,
ichiran/dict:defsuffix,defsuffix,ichiran/dict,dict-grammar.lisp,342,macro,pending,
ichiran/dict:defsynergy,defsynergy,ichiran/dict,dict-grammar.lisp,738,macro,pending,
ichiran/dict:delete-conjugation,delete-conjugation,ichiran/dict,dict-errata.lisp,198,fn,pending,
ichiran/dict:delete-duplicate-props,delete-duplicate-props,ichiran/dict,dict.lisp,295,fn,pending,
ichiran/dict:delete-reading,delete-reading,ichiran/dict,dict-errata.lisp,76,fn,pending,
ichiran/dict:delete-sense-prop,delete-sense-prop,ichiran/dict,dict-errata.lisp,136,fn,pending,
ichiran/dict:delete-senses,delete-senses,ichiran/dict,dict-errata.lisp,129,fn,pending,
ichiran/dict:dict-segment,dict-segment,ichiran/dict,dict.lisp,1451,fn,pending,
ichiran/dict:do-node-list-ord,do-node-list-ord,ichiran/dict,dict-load.lisp,26,macro,pending,
ichiran/dict:do-readings,do-readings,ichiran/dict,dict-errata.lisp,246,macro,pending,
ichiran/dict:drop-extras,drop-extras,ichiran/dict,dict-load.lisp,194,fn,pending,
ichiran/dict:entry,entry,ichiran/dict,dict.lisp,26,dao,ported,
ichiran/dict:entry-digest,entry-digest,ichiran/dict,dict.lisp,64,fn,pending,
ichiran/dict:entry-info-long,entry-info-long,ichiran/dict,dict.lisp,1601,fn,pending,
ichiran/dict:entry-info-short,entry-info-short,ichiran/dict,dict.lisp,1595,fn,pending,
ichiran/dict:errata-conj-description-hook,errata-conj-description-hook,ichiran/dict,dict-errata.lisp,1320,fn,pending,
ichiran/dict:errata-conj-rules-hook,errata-conj-rules-hook,ichiran/dict,dict-errata.lisp,1329,fn,pending,
ichiran/dict:exists-reading,exists-reading,ichiran/dict,dict.lisp,1847,fn,pending,
ichiran/dict:expand-segment-list,expand-segment-list,ichiran/dict,dict.lisp,1180,fn,pending,
ichiran/dict:fill-segment-path,fill-segment-path,ichiran/dict,dict.lisp,1390,fn,pending,
ichiran/dict:filter-in-seq-set,filter-in-seq-set,ichiran/dict,dict-grammar.lisp,783,fn,pending,
ichiran/dict:filter-in-seq-set-simple,filter-in-seq-set-simple,ichiran/dict,dict-grammar.lisp,787,fn,pending,
ichiran/dict:filter-is-compound-end,filter-is-compound-end,ichiran/dict,dict-grammar.lisp,806,fn,pending,
ichiran/dict:filter-is-compound-end-text,filter-is-compound-end-text,ichiran/dict,dict-grammar.lisp,820,fn,pending,
ichiran/dict:filter-is-conjugation,filter-is-conjugation,ichiran/dict,dict-grammar.lisp,797,fn,pending,
ichiran/dict:filter-is-noun,filter-is-noun,ichiran/dict,dict-grammar.lisp,760,fn,pending,
ichiran/dict:filter-is-pos,filter-is-pos,ichiran/dict,dict-grammar.lisp,772,macro,pending,
ichiran/dict:filter-props,filter-props,ichiran/dict,dict.lisp,1627,fn,pending,
ichiran/dict:filter-short-kana,filter-short-kana,ichiran/dict,dict-grammar.lisp,1008,fn,pending,
ichiran/dict:find-best-path,find-best-path,ichiran/dict,dict.lisp,1190,fn,pending,
ichiran/dict:find-conj,find-conj,ichiran/dict,dict-errata.lisp,1,fn,pending,
ichiran/dict:find-counter,find-counter,ichiran/dict,dict-counters.lisp,273,fn,pending,
ichiran/dict:find-kanji-for-pattern,find-kanji-for-pattern,ichiran/dict,dict.lisp,1882,fn,pending,
ichiran/dict:find-sticky-positions,find-sticky-positions,ichiran/dict,dict.lisp,990,fn,pending,
ichiran/dict:find-substring-words,find-substring-words,ichiran/dict,dict.lisp,501,fn,pending,
ichiran/dict:find-word,find-word,ichiran/dict,dict.lisp,489,fn,pending,
ichiran/dict:find-word-as-hiragana,find-word-as-hiragana,ichiran/dict,dict.lisp,592,fn,pending,
ichiran/dict:find-word-conj-of,find-word-conj-of,ichiran/dict,dict-grammar.lisp,77,fn,pending,
ichiran/dict:find-word-full,find-word-full,ichiran/dict,dict.lisp,1052,fn,pending,
ichiran/dict:find-word-info,find-word-info,ichiran/dict,dict.lisp,1850,fn,pending,
ichiran/dict:find-word-info-json,find-word-info-json,ichiran/dict,dict.lisp,1872,fn,pending,
ichiran/dict:find-word-kana-pattern,find-word-kana-pattern,ichiran/dict,dict.lisp,1877,fn,pending,
ichiran/dict:find-word-seq,find-word-seq,ichiran/dict,dict-grammar.lisp,73,fn,pending,
ichiran/dict:find-word-suffix,find-word-suffix,ichiran/dict,dict-grammar.lisp,706,fn,pending,
ichiran/dict:find-word-with-conj-prop,find-word-with-conj-prop,ichiran/dict,dict-grammar.lisp,42,fn,pending,
ichiran/dict:find-word-with-conj-type,find-word-with-conj-type,ichiran/dict,dict-grammar.lisp,51,fn,pending,
ichiran/dict:find-word-with-pos,find-word-with-pos,ichiran/dict,dict-grammar.lisp,87,fn,pending,
ichiran/dict:find-word-with-suffix,find-word-with-suffix,ichiran/dict,dict-grammar.lisp,100,fn,pending,
ichiran/dict:find-words-seqs,find-words-seqs,ichiran/dict,dict.lisp,520,fn,pending,
ichiran/dict:fix-entities,fix-entities,ichiran/dict,dict-load.lisp,159,fn,pending,
ichiran/dict:gap-penalty,gap-penalty,ichiran/dict,dict.lisp,1169,fn,pending,
ichiran/dict:gen-score,gen-score,ichiran/dict,dict.lisp,985,fn,pending,
ichiran/dict:get-all-readings,get-all-readings,ichiran/dict,dict-errata.lisp,257,fn,pending,
ichiran/dict:get-array,get-array,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:get-candidates,get-candidates,ichiran/dict,dict.lisp,1904,fn,pending,
ichiran/dict:get-conj-data,get-conj-data,ichiran/dict,dict.lisp,340,fn,pending,
ichiran/dict:get-conj-description,get-conj-description,ichiran/dict,dict-load.lisp,255,fn,pending,
ichiran/dict:get-conj-rules,get-conj-rules,ichiran/dict,dict-load.lisp,265,fn,pending,
ichiran/dict:get-counter-ids,get-counter-ids,ichiran/dict,dict-counters.lisp,285,fn,ported,
ichiran/dict:get-counter-readings,get-counter-readings,ichiran/dict,dict-counters.lisp,335,fn,ported,
ichiran/dict:get-counter-stags,get-counter-stags,ichiran/dict,dict-counters.lisp,292,fn,ported,
ichiran/dict:get-digit,get-digit,ichiran/dict,dict-counters.lisp,94,fn,pending,
ichiran/dict:get-glosses,get-glosses,ichiran/dict,dict.lisp,1892,fn,pending,
ichiran/dict:get-hint,get-hint,ichiran/dict,dict-split.lisp,968,fn,pending,
ichiran/dict:get-kana,get-kana,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:get-kana-form,get-kana-form,ichiran/dict,dict-grammar.lisp,36,fn,pending,
ichiran/dict:get-kana-forms,get-kana-forms,ichiran/dict,dict-grammar.lisp,32,fn,pending,
ichiran/dict:get-kana-forms*,get-kana-forms*,ichiran/dict,dict-grammar.lisp,17,fn,pending,
ichiran/dict:get-kana-forms-conj-data-filter,get-kana-forms-conj-data-filter,ichiran/dict,dict-grammar.lisp,10,fn,pending,
ichiran/dict:get-kanji,get-kanji,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:get-kanji-kana-old,get-kanji-kana-old,ichiran/dict,dict.lisp,115,fn,pending,
ichiran/dict:get-kanji-words,get-kanji-words,ichiran/dict,dict.lisp,1836,fn,pending,
ichiran/dict:get-non-arch-posi,get-non-arch-posi,ichiran/dict,dict.lisp,762,fn,pending,
ichiran/dict:get-original-text,get-original-text,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:get-original-text*,get-original-text*,ichiran/dict,dict.lisp,378,fn,pending,
ichiran/dict:get-original-text-once,get-original-text-once,ichiran/dict,dict.lisp,369,fn,pending,
ichiran/dict:get-penalties,get-penalties,ichiran/dict,dict-grammar.lisp,1030,fn,pending,
ichiran/dict:get-pos,get-pos,ichiran/dict,dict-load.lisp,251,fn,pending,
ichiran/dict:get-pos-index,get-pos-index,ichiran/dict,dict-load.lisp,247,fn,pending,
ichiran/dict:get-seg-initial,get-seg-initial,ichiran/dict,dict.lisp,1172,fn,pending,
ichiran/dict:get-seg-splits,get-seg-splits,ichiran/dict,dict.lisp,1175,fn,pending,
ichiran/dict:get-segment-score,get-segment-score,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:get-segsplit,get-segsplit,ichiran/dict,dict-split.lisp,823,fn,pending,
ichiran/dict:get-senses,get-senses,ichiran/dict,dict.lisp,1487,fn,pending,
ichiran/dict:get-senses-json,get-senses-json,ichiran/dict,dict.lisp,1537,fn,pending,
ichiran/dict:get-senses-raw,get-senses-raw,ichiran/dict,dict.lisp,1458,fn,pending,
ichiran/dict:get-senses-str,get-senses-str,ichiran/dict,dict.lisp,1495,fn,pending,
ichiran/dict:get-split,get-split,ichiran/dict,dict-split.lisp,75,fn,pending,
ichiran/dict:get-split*,get-split*,ichiran/dict,dict-split.lisp,67,fn,pending,
ichiran/dict:get-suffix-description,get-suffix-description,ichiran/dict,dict-grammar.lisp,160,fn,pending,
ichiran/dict:get-suffix-map,get-suffix-map,ichiran/dict,dict-grammar.lisp,685,fn,pending,
ichiran/dict:get-suffixes,get-suffixes,ichiran/dict,dict-grammar.lisp,697,fn,pending,
ichiran/dict:get-synergies,get-synergies,ichiran/dict,dict-grammar.lisp,976,fn,pending,
ichiran/dict:get-text,get-text,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:gloss,gloss,ichiran/dict,dict.lisp,178,dao,pending,
ichiran/dict:init-suffix-hashtables,init-suffix-hashtables,ichiran/dict,dict-grammar.lisp,6,fn,skip,Empty-hashtable initializer for *suffix-cache* / *suffix-class* def-conn-vars. Rust replacement is OnceLock<HashMap> populated on first read; no standalone init verb survives.
ichiran/dict:init-suffixes,init-suffixes,ichiran/dict,dict-grammar.lisp,332,fn,pending,
ichiran/dict:init-suffixes-running-p,init-suffixes-running-p,ichiran/dict,dict-grammar.lisp,165,fn,skip,Loader-busy predicate over a one-shot init thread + def-conn-var cache. Rust replacement is OnceLock::get().is_some() or eager startup init; the verb has nowhere to live.
ichiran/dict:init-suffixes-thread,init-suffixes-thread,ichiran/dict,dict-grammar.lisp,169,fn,pending,
ichiran/dict:init-tables,init-tables,ichiran/dict,dict-load.lisp,3,fn,pending,
ichiran/dict:insert-conjugation,insert-conjugation,ichiran/dict,dict-load.lisp,375,fn,pending,
ichiran/dict:insert-hints,insert-hints,ichiran/dict,dict-split.lisp,875,fn,pending,
ichiran/dict:insert-readings,insert-readings,ichiran/dict,dict-load.lisp,32,fn,pending,
ichiran/dict:insert-sense-traits,insert-sense-traits,ichiran/dict,dict-load.lisp,66,fn,pending,
ichiran/dict:insert-senses,insert-senses,ichiran/dict,dict-load.lisp,71,fn,pending,
ichiran/dict:is-arch,is-arch,ichiran/dict,dict.lisp,760,fn,pending,
ichiran/dict:is-rareru,is-rareru,ichiran/dict,dict.lisp,1619,fn,pending,
ichiran/dict:join-substring-words,join-substring-words,ichiran/dict,dict.lisp,1113,fn,pending,
ichiran/dict:join-substring-words*,join-substring-words*,ichiran/dict,dict.lisp,1069,fn,pending,
ichiran/dict:kana-text,kana-text,ichiran/dict,dict.lisp,128,dao,ported,
ichiran/dict:kanji-break-penalty,kanji-break-penalty,ichiran/dict,dict.lisp,702,fn,pending,
ichiran/dict:kanji-text,kanji-text,ichiran/dict,dict.lisp,86,dao,ported,
ichiran/dict:length-multiplier,length-multiplier,ichiran/dict,dict.lisp,681,fn,pending,
ichiran/dict:length-multiplier-coeff,length-multiplier-coeff,ichiran/dict,dict.lisp,694,fn,pending,
ichiran/dict:lex-compare,lex-compare,ichiran/dict,dict-load.lisp,365,fn,pending,
ichiran/dict:load-best-readings,load-best-readings,ichiran/dict,dict-load.lisp,530,fn,pending,
ichiran/dict:load-conj-description,load-conj-description,ichiran/dict,dict-load.lisp,255,fn,pending,
ichiran/dict:load-conj-rules,load-conj-rules,ichiran/dict,dict-load.lisp,265,fn,pending,
ichiran/dict:load-conjugations,load-conjugations,ichiran/dict,dict-load.lisp,445,fn,pending,
ichiran/dict:load-entry,load-entry,ichiran/dict,dict-load.lisp,113,fn,pending,
ichiran/dict:load-extras,load-extras,ichiran/dict,dict-load.lisp,183,fn,pending,
ichiran/dict:load-jmdict,load-jmdict,ichiran/dict,dict-load.lisp,168,fn,pending,
ichiran/dict:load-pos-by-index,load-pos-by-index,ichiran/dict,dict-load.lisp,251,fn,pending,
ichiran/dict:load-pos-index,load-pos-index,ichiran/dict,dict-load.lisp,247,fn,pending,
ichiran/dict:load-secondary-conjugations,load-secondary-conjugations,ichiran/dict,dict-load.lisp,457,fn,pending,
ichiran/dict:make-conj-data,make-conj-data,ichiran/dict,dict.lisp,325,fn,pending,
ichiran/dict:make-conjugation-rule,make-conjugation-rule,ichiran/dict,dict-load.lisp,260,fn,pending,
ichiran/dict:make-segment,make-segment,ichiran/dict,dict.lisp,674,fn,pending,
ichiran/dict:make-segment-list,make-segment-list,ichiran/dict,dict.lisp,1038,fn,pending,
ichiran/dict:make-segment-list-from,make-segment-list-from,ichiran/dict,dict-grammar.lisp,733,fn,pending,
ichiran/dict:make-slice,make-slice,ichiran/dict,dict.lisp,1010,fn,pending,
ichiran/dict:make-synergy,make-synergy,ichiran/dict,dict-grammar.lisp,727,fn,pending,
ichiran/dict:make-top-array-item,make-top-array-item,ichiran/dict,dict.lisp,1138,fn,pending,
ichiran/dict:map-word-info-kana,map-word-info-kana,ichiran/dict,dict.lisp,1728,fn,pending,
ichiran/dict:match-glosses,match-glosses,ichiran/dict,dict.lisp,1921,fn,pending,
ichiran/dict:match-kana-kanji,match-kana-kanji,ichiran/dict,dict.lisp,1507,fn,pending,
ichiran/dict:match-sense-restrictions,match-sense-restrictions,ichiran/dict,dict.lisp,1515,fn,pending,
ichiran/dict:match-unique,match-unique,ichiran/dict,dict-grammar.lisp,702,fn,pending,
ichiran/dict:next-seq,next-seq,ichiran/dict,dict-load.lisp,110,fn,pending,
ichiran/dict:no-conj-data,no-conj-data,ichiran/dict,dict.lisp,337,fn,pending,
ichiran/dict:node-text,node-text,ichiran/dict,dict-load.lisp,14,fn,pending,
ichiran/dict:number-text,number-text,ichiran/dict,dict-counters.lisp,203,class,ported,
ichiran/dict:optprefix,optprefix,ichiran/dict,dict-split.lisp,580,fn,pending,
ichiran/dict:or-as-hiragana,or-as-hiragana,ichiran/dict,dict-grammar.lisp,95,fn,pending,
ichiran/dict:ordinal-str,ordinal-str,ichiran/dict,dict-counters.lisp,38,fn,pending,
ichiran/dict:pair-words-by-conj,pair-words-by-conj,ichiran/dict,dict-grammar.lisp,56,fn,pending,
ichiran/dict:parse-suffix-val,parse-suffix-val,ichiran/dict,dict-grammar.lisp,679,fn,pending,
ichiran/dict:penalty-semi-final,penalty-semi-final,ichiran/dict,dict-grammar.lisp,1022,fn,pending,
ichiran/dict:penalty-short,penalty-short,ichiran/dict,dict-grammar.lisp,1020,fn,pending,
ichiran/dict:print-conj-info,print-conj-info,ichiran/dict,dict.lisp,1649,fn,pending,
ichiran/dict:process-hints,process-hints,ichiran/dict,dict-split.lisp,872,fn,pending,
ichiran/dict:process-word-info,process-word-info,ichiran/dict,dict.lisp,1417,fn,pending,
ichiran/dict:proxy-text,proxy-text,ichiran/dict,dict.lisp,550,class,pending,
ichiran/dict:query-parents-kana,query-parents-kana,ichiran/dict,dict.lisp,415,fn,pending,
ichiran/dict:query-parents-kanji,query-parents-kanji,ichiran/dict,dict.lisp,400,fn,pending,
ichiran/dict:reading-str,reading-str,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:reading-str*,reading-str*,ichiran/dict,dict.lisp,1580,fn,pending,
ichiran/dict:reading-str-seq,reading-str-seq,ichiran/dict,dict.lisp,1584,fn,pending,
ichiran/dict:rearrange-readings,rearrange-readings,ichiran/dict,dict-errata.lisp,229,fn,pending,
ichiran/dict:rearrange-readings-conj,rearrange-readings-conj,ichiran/dict,dict-errata.lisp,241,fn,pending,
ichiran/dict:recalc-entry-stats,recalc-entry-stats,ichiran/dict,dict.lisp,53,fn,pending,
ichiran/dict:recalc-entry-stats-all,recalc-entry-stats-all,ichiran/dict,dict.lisp,59,fn,pending,
ichiran/dict:register-item,register-item,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:remove-hiragana-nokanji,remove-hiragana-nokanji,ichiran/dict,dict-errata.lisp,217,fn,pending,
ichiran/dict:replace-reading,replace-reading,ichiran/dict,dict-errata.lisp,49,fn,pending,
ichiran/dict:replace-reading-conj,replace-reading-conj,ichiran/dict,dict-errata.lisp,60,fn,pending,
ichiran/dict:reset-readings,reset-readings,ichiran/dict,dict-errata.lisp,70,fn,pending,
ichiran/dict:restricted-readings,restricted-readings,ichiran/dict,dict.lisp,221,dao,pending,
ichiran/dict:root-diff,root-diff,ichiran/dict,dict-errata.lisp,95,fn,pending,
ichiran/dict:root-diff-fn,root-diff-fn,ichiran/dict,dict-errata.lisp,104,fn,pending,
ichiran/dict:score-base,score-base,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:segfilter-aux-verb,segfilter-aux-verb,ichiran/dict,dict-grammar.lisp,1099,fn,pending,
ichiran/dict:segfilter-badend,segfilter-badend,ichiran/dict,dict-grammar.lisp,1114,fn,pending,
ichiran/dict:segfilter-dashi,segfilter-dashi,ichiran/dict,dict-grammar.lisp,1167,fn,pending,
ichiran/dict:segfilter-dekiru,segfilter-dekiru,ichiran/dict,dict-grammar.lisp,1175,fn,pending,
ichiran/dict:segfilter-honorific,segfilter-honorific,ichiran/dict,dict-grammar.lisp,1177,fn,pending,
ichiran/dict:segfilter-janai,segfilter-janai,ichiran/dict,dict-grammar.lisp,1146,fn,pending,
ichiran/dict:segfilter-mononi,segfilter-mononi,ichiran/dict,dict-grammar.lisp,1177,fn,pending,
ichiran/dict:segfilter-n,segfilter-n,ichiran/dict,dict-grammar.lisp,1106,fn,pending,
ichiran/dict:segfilter-nohayamete,segfilter-nohayamete,ichiran/dict,dict-grammar.lisp,1151,fn,pending,
ichiran/dict:segfilter-roku,segfilter-roku,ichiran/dict,dict-grammar.lisp,1129,fn,pending,
ichiran/dict:segfilter-sae,segfilter-sae,ichiran/dict,dict-grammar.lisp,1141,fn,pending,
ichiran/dict:segfilter-sukiyoki,segfilter-sukiyoki,ichiran/dict,dict-grammar.lisp,1119,fn,pending,
ichiran/dict:segfilter-toomou,segfilter-toomou,ichiran/dict,dict-grammar.lisp,1156,fn,pending,
ichiran/dict:segfilter-totte,segfilter-totte,ichiran/dict,dict-grammar.lisp,1165,fn,pending,
ichiran/dict:segfilter-tsu-iru,segfilter-tsu-iru,ichiran/dict,dict-grammar.lisp,1101,fn,pending,
ichiran/dict:segfilter-wokarasu,segfilter-wokarasu,ichiran/dict,dict-grammar.lisp,1112,fn,pending,
ichiran/dict:segment,segment,ichiran/dict,dict.lisp,674,struct,pending,
ichiran/dict:segment-end,segment-end,ichiran/dict,dict.lisp,674,fn,pending,
ichiran/dict:segment-info,segment-info,ichiran/dict,dict.lisp,674,fn,pending,
ichiran/dict:segment-list,segment-list,ichiran/dict,dict.lisp,1038,struct,pending,
ichiran/dict:segment-list-end,segment-list-end,ichiran/dict,dict.lisp,1038,fn,pending,
ichiran/dict:segment-list-matches,segment-list-matches,ichiran/dict,dict.lisp,1038,fn,pending,
ichiran/dict:segment-list-p,segment-list-p,ichiran/dict,dict.lisp,1038,fn,pending,
ichiran/dict:segment-list-segments,segment-list-segments,ichiran/dict,dict.lisp,1038,fn,pending,
ichiran/dict:segment-list-start,segment-list-start,ichiran/dict,dict.lisp,1038,fn,pending,
ichiran/dict:segment-list-top,segment-list-top,ichiran/dict,dict.lisp,1038,fn,pending,
ichiran/dict:segment-p,segment-p,ichiran/dict,dict.lisp,674,fn,pending,
ichiran/dict:segment-score,segment-score,ichiran/dict,dict.lisp,674,fn,pending,
ichiran/dict:segment-start,segment-start,ichiran/dict,dict.lisp,674,fn,pending,
ichiran/dict:segment-text,segment-text,ichiran/dict,dict.lisp,674,fn,pending,
ichiran/dict:segment-top,segment-top,ichiran/dict,dict.lisp,674,fn,pending,
ichiran/dict:segment-word,segment-word,ichiran/dict,dict.lisp,674,fn,pending,
ichiran/dict:select-conjs,select-conjs,ichiran/dict,dict.lisp,1604,fn,pending,
ichiran/dict:select-conjs-and-props,select-conjs-and-props,ichiran/dict,dict.lisp,1640,fn,pending,
ichiran/dict:sense,sense,ichiran/dict,dict.lisp,166,dao,ported,
ichiran/dict:sense-exists-p,sense-exists-p,ichiran/dict,dict-load.lisp,80,fn,pending,
ichiran/dict:sense-prop,sense-prop,ichiran/dict,dict.lisp,197,dao,ported,
ichiran/dict:set-common,set-common,ichiran/dict,dict-errata.lisp,166,fn,pending,
ichiran/dict:set-primary-nokanji,set-primary-nokanji,ichiran/dict,dict-errata.lisp,224,fn,pending,
ichiran/dict:set-reading,set-reading,ichiran/dict,dict-load.lisp,0,gf,pending,
ichiran/dict:short-sense-str,short-sense-str,ichiran/dict,dict.lisp,1562,fn,pending,
ichiran/dict:simple-segment,simple-segment,ichiran/dict,dict.lisp,1456,fn,pending,
ichiran/dict:simple-text,simple-text,ichiran/dict,dict.lisp,69,class,ported,
ichiran/dict:simple-word-info,simple-word-info,ichiran/dict,dict.lisp,1282,fn,pending,
ichiran/dict:simplify-reading-list,simplify-reading-list,ichiran/dict,dict.lisp,1704,fn,pending,
ichiran/dict:skip-by-conj-data,skip-by-conj-data,ichiran/dict,dict-errata.lisp,1336,fn,pending,
ichiran/dict:split-1000430,split-1000430,ichiran/dict,dict-split.lisp,505,fn,pending,
